category,title,content,img,url
100,"김기현 ""'울산시장 선거개입'에 사과 한마디 없는 文…철면피""","공작의 몸통에 대한 신속하고 철저한 수사를 다시 한번 촉구한다""고 덧붙였다.김 대표는 전날 최고위원회의에서 ""이 모든 배후에는 자신의 30년 지기를 당선시키는 것이 평생소원이라고 한 문 전 대통령이 있다고 보는 게 지극히 당연한 상식""이라며 ""문재인 전 대통령에 대해서도 성역 없는 수사를 해서 법적 책임을 물어야 한다""고 강조했다.김 대표가 언급한 '문 전 대통령의 30년 지기' 송철호 전 울산시장은 29일 1심 판결에서 징역 3년을 선고받았다.","https://imgnews.pstatic.net/image/015/2023/12/01/0004920611_001_20231201130301014.jpg?type=w647,https://imgnews.pstatic.net/image/448/2023/12/01/2023120190076_0_20231201120101533.jpg?type=w647,https://imgnews.pstatic.net/image/448/2023/12/01/2023120190076_1_20231201120101536.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/PYH2023112502140005700_P4_20231201114623537.jpg?type=w647","https://n.news.naver.com/mnews/article/015/0004920611?sid=100,https://n.news.naver.com/mnews/article/448/0000438465?sid=100,https://n.news.naver.com/mnews/article/001/0014365866?sid=100"
100,"이동관, 방통위 정상화 위한 '사의 표명'… 尹, 수리 고심 중(종합)","윤석열 대통령은 사의 수리 여부를 고심 중인 것으로 전해졌다.이 위원장은 자신에 대한 탄핵소추안 국회 처리를 앞두고 이날 사의를 표명했다.
탄핵소추안이 의결되면 헌법재판소 판단이 내려지기까지 최장 180일간 업무가 정지될 수 있다.민주당은 이 위원장의 사표를 국회의 탄핵 절차 방해로 규정하고, 윤 대통령에게 사표를 수리하지 말 것을 요구했다.
홍익표 민주당 원내대표는 최고위원회의에서 ""이 위원장의 사의 표명은 탄핵을 회피하려는 꼼수""라며 ""대통령이 (이를) 수리하는 것은 현재 국회가 헌법적 절차를 진행하고 있는 것에 대한 명백한 방해 행위가 될 것이기 때문에, 대통령은 이 위원장 사표를 수리하지 말고 국회 탄핵 절차가 마무리될 수 있도록 해달라""고 요구했다.이 위원장과 무관하게 손준성·이정섭 두 검사에 대한 탄핵 절차는 오후 본회의에서 진행할 것으로 보인다.","https://imgnews.pstatic.net/image/277/2023/12/01/0005348928_001_20231201112604649.jpg?type=w647,https://imgnews.pstatic.net/image/277/2023/12/01/0005348928_002_20231201112604674.jpg?type=w647,https://imgnews.pstatic.net/image/277/2023/12/01/0005348857_001_20231201103001732.jpg?type=w647","https://n.news.naver.com/mnews/article/277/0005348928?sid=100,https://n.news.naver.com/mnews/article/277/0005348857?sid=100"
100,"'이재명 오른팔' 김용 5년 선고에 與 “李, 개딸 뒤에 숨지 마라”",이 사무총장은 “김 전 부원장은 이 대표가 경기도지사 재임 당시 뜻을 함께 하는 벗이자 분신과도 같은 사람이라고 말한 최측근 인사”라며 “다수 국민이 짐작했던 대로 법원 판단은 유죄였다”고 했다.,"https://imgnews.pstatic.net/image/018/2023/12/01/0005630374_001_20231201102901046.jpg?type=w647,https://imgnews.pstatic.net/image/421/2023/12/01/0007209515_001_20231201090401466.jpg?type=w647","https://n.news.naver.com/mnews/article/018/0005630374?sid=100,https://n.news.naver.com/mnews/article/421/0007209515?sid=100"
100,"여 ""탄핵 중독"" vs 야 ""이동관 사의 꼼수""…탄핵안 대치",".네, 국회입니다.오늘 오후 3시에 국회 본회의가 예정돼 있습니다.민주당은 절차대로, 어제 본회의에서 보고된 이동관 방송통신위원장과 검사 2명에 대한 탄핵안을 오늘 본회의에서 처리하겠다는 계획이었습니다.그런데 오늘 오전 이동관 방송통신위원장이 사의를 표명했다는 소식이 알려졌습니다.더불어민주당에선 즉각 '탄핵을 피하기 위한 꼼수 사퇴'라는 비판이 쏟아졌습니다.민주당 홍익표 원내대표는 ""대통령이 사표를 수리하는 건 현재 국회가 헌법적 절차를 진행하고 있는 것에 대한 명백한 방해 행위""라고 규정했습니다.고민정 최고위원도 '탄핵을 회피하고 방송장악을 완료하려는 것이냐'며 대통령이 재가하면 안 된다고 주장했습니다.이런 가운데 검사 2명에 대한 탄핵안은 예정대로 본회의 표결에 부쳐질 전망입니다.국민의힘은 민주당이 '근거 없는 탄핵을 하고 있다', '탄핵 중독에 빠졌다'고 비판해왔는데요.국민의힘은 어젯밤부터 국회 본관 로텐더홀에서 철야 농성을 벌였는데, 김기현 대표는 오전 비상 의원총회에서 '민주당이 다수당의 정치적 폭거를 계속해오고 있다'고 규탄했습니다.전주혜 원내대변인은 김진표 국회의장이 친정인 민주당 편을 들어 본회의 일정을 잡는 바람에 이 위원장이 사퇴를 선택했다며, 김 의장의 사퇴를 촉구했습니다.이처럼 탄핵안을 둘러싼 여야의 강대강 대결이 이어지면서 내년도 예산안은 법정 처리시한인 내일(2일)을 넘겨 올해 역시 시한을 못 지킬 것으로 보입니다.",,"https://n.news.naver.com/mnews/article/422/0000632238?sid=100,https://n.news.naver.com/mnews/article/422/0000632232?sid=100"
100,엑스포 실패에 입 연 이재명 “장난하듯 접근해…참 나쁜 짓”,요약 실패,"https://imgnews.pstatic.net/image/088/2023/12/01/0000849171_001_20231201133504864.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/PYH2023120103890001300_P4_20231201103210648.jpg?type=w647","https://n.news.naver.com/mnews/article/088/0000849171?sid=100,https://n.news.naver.com/mnews/article/001/0014365610?sid=100"
100,"'여장군' 김주애, 가죽 롱코트 입고 김정은과 동행…4대 세습 본격화하나","김정은은 ""아무리 적이 기술적 우세를 자랑해도 우리 비행사들의 정치 사상적 우월성을 압도할 수 없다""고 말했다.김정은은 공군팀과 해군팀의 배구 경기와 공군협주단 공연을 관람하고 항공절 경축 연회에도 참석했다.","https://imgnews.pstatic.net/image/088/2023/12/01/0000849148_001_20231201113101198.jpg?type=w647,https://imgnews.pstatic.net/image/023/2023/12/01/0003802424_001_20231201103101046.jpg?type=w647,https://imgnews.pstatic.net/image/023/2023/12/01/0003802424_002_20231201103101102.JPG?type=w647","https://n.news.naver.com/mnews/article/088/0000849148?sid=100,https://n.news.naver.com/mnews/article/023/0003802424?sid=100"
100,北 '김주애 부각'하려고 위험 각오..김일성이 숨긴 ‘비장의 ’ 공개했다,"공개 전에 컬러로 가공한 것으로 보이는 에는 김일성 주석과 11세 아들 김정일, 7세 딸 김경희가 있다.","https://imgnews.pstatic.net/image/014/2023/12/01/0005108786_001_20231201094902126.jpg?type=w647,https://imgnews.pstatic.net/image/366/2023/12/01/0000951758_001_20231201095401400.jpg?type=w647","https://n.news.naver.com/mnews/article/014/0005108786?sid=100,https://n.news.naver.com/mnews/article/366/0000951758?sid=100"
100,1100억짜리 스텔스기의 굴욕?…독수리 충돌에 수리비가 무려,"조종사는 서해 해안선을 따라 공군 서산기지로 접근해 활주로에 동체 착륙했고, 다행히 인명피해는 없었다.사고 직후 겉으로는 손상이 심하지 않은 것으로 보였으나, 정밀 조사 결과는 달랐다.","https://imgnews.pstatic.net/image/009/2023/12/01/0005223667_001_20231201131500993.jpg?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231201000411_0_20231201123201618.jpg?type=w647","https://n.news.naver.com/mnews/article/009/0005223667?sid=100,https://n.news.naver.com/mnews/article/016/0002232990?sid=100"
100,"국민의힘, ‘강제북송 중단촉구 결의안’ 기권 의원들에 “북한 정권에 공감했나”","탈북 외교관 출신인 태영호 의원도 ""어제 기권한 의원들의 면면을 보면 인권 활동가 출신, 약자와 인권을 위해 활동한다는 단체 출신, 약자의 이익을 도모한다는 정당 출신""이라며 ""왜 북한 인권 문제만 나오면 중국과 북한 김정은 정권의 심기부터 살피는지 묻고 싶다""고 지적했습니다.",https://imgnews.pstatic.net/image/056/2023/12/01/0011613504_001_20231201131804748.jpg?type=w647,https://n.news.naver.com/mnews/article/056/0011613504?sid=100
100," 김용민 ""여당·보수언론 뜨끔했나…'계엄'에 왜 이리 민감?""","이거 어떻게 보십니까?▶김용민 : 글쎄요, 결론적으로 저는 항소심 남아 있으니까 조금 더 판결을 지켜봐야 된다는 입장이기는 한데요.
그래서 그 진술증거의 신빙성을 판단하는 것은 판사들마다 법관마다 다 다르게 볼 수 있는 영역이라서 그 부분은 항소심에서 다시 충분히 다퉈볼 만한 사안이다 저는 일단 그렇게 보고 있습니다.▷김태현 : 그런데 의원님, 법적으로야 무죄추정의 원칙이 있고 아직 항소심, 또 이건 대법원까지 갈 것이니까 확정된 것은 아닌데요.
아까도 말씀드린 것처럼 아직 1심 판결이고, 유동규 진술의 신빙성에 대해서는 이재명 대표 재판이나 다른 재판에서도 여전히 다퉈지고 있는 사안이라서 여기에 대해서 쉽게 언급하기는 쉽지는 않을 것 같다는 생각은 일단 들어요.
저는 오히려 반대로 지금 우리 윤 대통령의 장모께서,▷김태현 : 확정됐잖아요.▶김용민 : 실형 선고됐고 확정됐는데 거기에 대해서 사과를 안 하셨어요.
그래서 그런 것들이 먼저 질문이 돼야 되는 것 아닐까라는 생각도 살짝 해 봅니다.▷김태현 : 그런데 의원님, 조금 다른 거 아니에요?
이것은 어쨌든 대선 경선캠프에서 있었던 일인데 경선캠프 최고책임자는 후보잖아요.▶김용민 : 아니, 윤석열 대통령이 상관없지 않은 게 후보 시절에 우리 장모는 누구한테 십원 한 장 피해 주지 않았다라고 허위진술을 해버린 거예요.▷김태현 : 그래요?▶김용민 : 이거는 어떻게 보면 선거법 위반의 논란이 있는 거거든요.
그러니까 대통령도 사실은 선거법 위반의 논란이 바로 될 수 있는 중요한 사안이었단 말이지요.▷김태현 : 그런데 의원님, 제가 보니까 그 문제는 당시에 윤석열 후보가 직접 얘기한 게 아니라 정진석 의원이 내가 들었다 이렇게 전언으로 전하고 나중에 철회한 부분이어서요.▶김용민 : 아, 그렇습니까?▷김태현 : 네.▶김용민 : 제가 알기로는 그 뒤로도 윤석열 당시 후보가 했다라는 것들은 계속 여기저기서 언론에 나왔던 걸로 기억해서요.
아무튼 말씀하신 취지는 우리 이재명 당대표가 어떤 정치적인 책임을 져야 되는 것 아니냐라는 말씀이신 것 같은데요.▷김태현 : 뭔가 거기에 대한 언급이나 이런 부분도 있어야 되지 않을까 해서요.▶김용민 : 글쎄요.
자기한테 불리한 진술을 강요하기 어려운 상황이다 저는 이렇게 보고 있어요.▷김태현 : 그런데 의원님, 어쨌든 지금 이재명 대표는 계속 재판받으러 다녀야 되잖아요.▶김용민 : 그렇지요.▷김태현 : 거기에다가 어쨌든 재판부는 다르지만 유동규 전 본부장의 진술의 신빙성을 현 재판부는 인정해 버려서요.
당에서 중지를 모아서 결단해야 된다."" 이런 얘기를 어제 하셨는데 어떻게 보십니까?▶김용민 : 저도 듣기는 했는데요.
당에 애정을 갖고 좋은 조언들을 해 주셨으면 좋겠지 이렇게 당을 흔드는 것처럼 말씀하시는 것은 지금 좀 부적절하지 않을까 이런 생각이 먼저 들어요.▷김태현 : 흔드는 발언이다?▶김용민 : 네.
물론 선거 때 당대표의 역할이 굉장히 중요하기는 하지만 재판을 받으러 다니기 때문에 선거를 우리가 치르기 어렵다, 못한다 이렇게 볼 사안은 아니라고 보고요.
총선이고 어디고 다 계속 불편하게 만들려고 저렇게 했구나라고 판단하실 분들이 저는 굉장히 많을 거라고 생각합니다.▷김태현 : 알겠습니다.
""22대 총선에서 조금만 여당에게 유리한 결과가 나와도 계엄을 선포하고 독재를 강화하려고 할 것입니다."" 나중에 진짜 내년에 국민의힘이 과반을 획득하면 윤석열 대통령이 계엄을 선포할 것이다 이렇게 보시는 건가요?▶김용민 : 저는 충분히 가능하다고 봅니다.▷김태현 : 그래요?
굉장히 일관된 어떤 힘의 논리로 가고 있거든요.▷김태현 : 의원님, 그런데 이태원 참사는 사고가 난 거고, 이 계엄이라는 것은 군을 동원하는 건데요.▶김용민 : 그렇지요.▷김태현 : 이게 뭐 말씀하시는 검찰독재 이런 것과는 전혀 결이 다른 거 아니에요?▶김용민 : 결이 다를 수 있지요.
이런 생각이 들 정도였거든요.▷김태현 : 정말요?▶김용민 : 네.
그러니까 촛불집회에 참여한 시민들이 막 화가 나게 만들어서 그분들을 마치 폭력집회를 하는 것으로 유도하고 나중에 계엄선포할 거 아니야, 혹은 예전에 박근혜 탄핵 때도, 촛불 때도 아시는 것처럼 실제로 계엄이 검토가 됐었어요.▷김태현 : 그런데 의원님, 제가 딱 드는 생각은 독재자들이 시행하는 계엄이라는 게 정국이 불리해지면 반전카드로 쓰곤 하잖아요.
그런데 만약에 국민의힘이 내년 총선 이기면 여권 입장에서는 행정부, 입법부, 지방권력까지 다 장악하는 건데 굳이 계엄 이런 거 할 필요가 있어요?▶김용민 : 충분히 가능하다고 보지요.▷김태현 : 그래요?▶김용민 : 네.
그런 상황에서 국민들이 참을 수 있겠냐는 얘기를 하는 겁니다.▷김태현 : 알겠습니다.
그런데 진짜 계엄을 검토하고 있는 상황이면 제가 예방주사 놓은 겁니다.▷김태현 : 그래요?▶김용민 : 네.▷김태현 : 의원님, 마지막으로 하나만 질문을 드릴게요.
당연히 윤석열 정부의 심판론과 그다음에 범야권들의 반윤연대 뭐 여러 가지 요소들, 그 민생을 살리기 위한 어떤 정책대안 이런 것들이 이번 총선에서는 주요 이슈가 될 것이라고 생각합니다.▷김태현 : 알겠습니다.
그런데 저는 그 흐름에서 여러 가지 원칙들이 있겠지만 제가 제시하는 원칙은 적어도 우리 당이 이기는 선거구도로 가야 된다, 선거제도는 우리 당이 이기는 방향으로 설계를 해야 된다라는 원칙을 말씀드린 거고요.▷김태현 : 얼마 전에 이재명 대표가 ""멋지게 지면 무슨 소용이냐."" 그 얘기를 하셨는데 그거랑 궤를 같이하는 겁니까?▶김용민 : 뭐 그렇다고 봐야 될 것 같습니다.
그런데 사실 선거제도를 논의할 때 진짜 중요한 게 빠져 있어요.▷김태현 : 뭐예요?▶김용민 : 국민들께서는 지금 선거제도보다 너희들이, 당신들이 뽑혀서 뭘 할 건데?
다만 우리가 그런 원칙은 있어야 이런 말씀드린 겁니다.▷김태현 : 알겠습니다.
왜냐하면 이재명 대표가 병립형으로 회귀할 수도 있을 것 같은 뉘앙스를 풍겨서요.▶김용민 : 저는 비명계라고 표현하는 그런 분들이랑 이낙연 전 대표가 그 말씀을 하신 게 되게 감사한데요.
정작 그분이 당대표일 때 검찰개혁, 언론개혁 손 놨습니다.▷김태현 : 본인들이 한 약속이나 지켜라?▶김용민 : 제가 아까 말씀드린 게 그거예요.
혹시 이낙연 전 대표가 신당 만들고 비명계 의원들이 탈당해서 하나의 새로운 세력을 형성할 가능성 이런 것을 어느 정도 염두에 두고 계신가요?▶김용민 : 저는 현재로는 없다고 보고 있고, 없다고 믿고 싶습니다.▷김태현 : 믿고 싶으신 거예요?
당연히 그러시겠지요.▶김용민 : 왜냐하면 아까도 말씀드린 것처럼 우리 당의 큰 어른이고 민주당을 지켜왔던 분들이에요.
그래서 그건 그 지역유권자들이 판단하실 문제라고 생각하고요.▷김태현 : 당 전체로 생각하면 어떤 게 유리할까요?▶김용민 : 글쎄요.
유권자들께서 검찰의 수사나 이런 것들을 크게 신뢰하지 않는 이런 분위기도 충분히 고려돼야 되지 않을까 생각합니다.▷김태현 : 1심 유죄 상태에서 출마해도 당에게 크게 무리될 것은 없다?▶김용민 : 예전에 드루킹 사건 기억하실 겁니다.
그래서 개별 의원의 그런 결단이기는 하지만 그게 전체 판세에 큰 영향을 주지는 않지 않을까라고 생각합니다.▷김태현 : 알겠습니다.",https://imgnews.pstatic.net/image/055/2023/12/01/0001110700_002_20231201102901272.jpg?type=w647,https://n.news.naver.com/mnews/article/055/0001110700?sid=100
101,"한국인 기대수명 男 79.9세·女 85.6세...""코로나 탓 52년만 첫 감소""","작년 출생아 기대수명 82.7세男 79.9세·女 85.6세 '격차 최소'…무병기간 65.8년사망 확률, 암>심장질환>코로나…코로나 없으면 수명 1.0년↑ 코로나19 이후 한국인의 평균 수명이 감소했다.
한국인의 기대 수명은 1970년부터 51년간 높아져 왔다.통계청 임영일 인구동향과장은 ""2022년에 코로나19 사망자가 굉장히 많았고 사망 원인 중에서도 3위에 해당했다""며 ""이로 인해 출생아의 기대수명이 감소했다""고 설명했다.남자가 79.9년, 여자가 85.6년으로 1년 전보다 각각 0.8년, 1.0년 감소했다.남녀 간의 기대수명 격차는 5.8년으로 0.2년 줄었다.
2년 전보다 0.5년 감소했다.남자가 65.1년, 여자가 66.6년으로 같은 기간 각각 0.5년, 0.6년 줄었다.
기대수명 대비로 보면 아프지 않고 건강하게 보내는 기간의 비중이 남자가 81.5%로 여자(77.7%)보다 더 높았다.주관적으로 건강하다고 생각하는 기대 수명은 72.2년으로 2년 전보다 1.3년 늘었다.","https://imgnews.pstatic.net/image/016/2023/12/01/20231201000425_0_20231201132401524.jpg?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231201000426_0_20231201132401529.jpg?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231201000427_0_20231201132401534.jpg?type=w647,https://imgnews.pstatic.net/image/374/2023/12/01/0000361060_001_20231201135801413.jpg?type=w647,https://imgnews.pstatic.net/image/374/2023/12/01/0000361060_003_20231201135801564.jpg?type=w647,https://imgnews.pstatic.net/image/011/2023/12/01/0004268811_001_20231201120701010.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/PYH2023083113100001300_P4_20231201120130127.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/AKR20231201072900002_01_i_P4_20231201120130132.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/AKR20231201072900002_02_i_P4_20231201120130135.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/PYH2021112416780001300_P4_20231201120130138.jpg?type=w647","https://n.news.naver.com/mnews/article/016/0002233005?sid=101,https://n.news.naver.com/mnews/article/374/0000361060?sid=101,https://n.news.naver.com/mnews/article/011/0004268811?sid=101,https://n.news.naver.com/mnews/article/001/0014365890?sid=101"
101,카카오뱅크 ATM 수수료 면제 연장…누적 면제액 3100억원,ATM 수수료 면제 금액은 2017년 출범 이후 지난달 말까지 누적 약 3100억원에 달한다.,"https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231201_0001426437_web_20231201112147_20231201133224537.jpg?type=w647,https://imgnews.pstatic.net/image/374/2023/12/01/0000361033_001_20231201111501335.png?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231201000257_0_20231201110605066.jpg?type=w647","https://n.news.naver.com/mnews/article/003/0012242975?sid=101,https://n.news.naver.com/mnews/article/374/0000361033?sid=101,https://n.news.naver.com/mnews/article/016/0002232884?sid=101"
101,반도체 '플러스' 전환하자 수출 7.8%↑·무역흑자 38억弗 날개(종합2보),"장기간 고전을 면치 못하던 대(對)중국 수출은 올해 가장 개선된 모습을 보이긴 했지만 전년 대비 감소세를 벗어나지 못했다.1일 산업통상자원부가 발표한 '11월 수출입 동향'에 따르면 수출은 1년 전보다 7.8% 증가한 558억 달러(72조5958억원)를 기록했다.지난달 수출이 13개월 만에 증가로 돌아선 이후 2개월째 플러스를 지속한 것이다.
수출 물량도 증가세(4.6%)를 이어가며 2개월 연속 플러스를 기록했다.반도체를 중심으로 15대 주력 수출품목 중 총 12개 품목 수출이 증가하며 연중 수출 플러스를 기록한 품목 수가 가장 많았다.특히 최대 수출 품목인 반도체가 지난달 수출 실적을 끌어올렸다.
특히 전기차 수출이 전년 대비 69.4% 큰 폭으로 증가하며 자동차 수출 호조세를 이끌었다.이 밖에 15대 주력수출 품목 중 12개 주요 품목이 수출 플러스를 달성했다.
여기에 일반기계는 8개월 연속, 가전은 6개월 연속, 선박·디스플레이는 4개월 연속 플러스를 이어가는 등 플러스 흐름을 지속하는 품목도 5개에 달했다.지역별로는 11월 주요 9대 수출시장 중 6개 시장에서 수출이 증가한 것으로 나타났다.
반도체·무선통신 등 주요품목의 수출 반등에 힘입어 4개월째 100억 달러를 웃돈 수치를 기록한 것이다.김 실장은 ""중국은 연초부터 코로나 이후 경제활동 재개의 효과가 생각보다 느리게 나타나고 있기는 하지만 어쨌든 대중 최대 수출 품목인 반도체가 지난달에 30% 증가했고 무선통신기기, 부품, 컴퓨터 등 IT 품목 수출도 개선세를 보였다""며 ""전년 대비 0.2% 감소니까 실질적으로 작년 수준은 거의 회복해 나가고 있다""고 강조했다.미국의 수출액은 109억5000만 달러(14조2273억원)로 나타나며 24.7%가 올랐다.","https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231121_0020136487_web_20231121111955_20231201135408952.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231201_0001426287_web_20231201103050_20231201135408955.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231101_0001401035_web_20231101150251_20231201135408959.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20230201_0019732188_web_20230201152014_20231201135408962.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231005_0020075118_web_20231005094256_20231201135408965.jpg?type=w647,https://imgnews.pstatic.net/image/008/2023/12/01/0004968847_001_20231201113201000.jpg?type=w647,https://imgnews.pstatic.net/image/008/2023/12/01/0004968847_002_20231201113201096.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231108_0020120693_web_20231108112049_20231201122406058.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231201_0001426287_web_20231201103050_20231201122406061.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20230830_0001352275_web_20230830131841_20231201122406064.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20230615_0000278233_web_20230615221708_20231201122406066.jpg?type=w647,https://imgnews.pstatic.net/image/003/2023/12/01/NISI20231108_0020120605_web_20231108105937_20231201122406069.jpg?type=w647","https://n.news.naver.com/mnews/article/003/0012243045?sid=101,https://n.news.naver.com/mnews/article/008/0004968847?sid=101,https://n.news.naver.com/mnews/article/003/0012242764?sid=101"
101,"외국인 이탈 우려에…금융위 “공매도 일시 금지, 韓 증시 선진화 위한 것” ",요약 실패,"https://imgnews.pstatic.net/image/016/2023/12/01/20231004000502_0_20231201111312418.jpg?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231129000047_0_20231201111312422.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/PYH2023111611740001300_P4_20231201104809355.jpg?type=w647","https://n.news.naver.com/mnews/article/016/0002232901?sid=101,https://n.news.naver.com/mnews/article/001/0014365678?sid=101"
101,"獨빌딩 사들인 이지스운용, 수천억원 투자손실 위기 ‘3개월 뒤로 미뤄져’","다만 이번 계약은 진행 상황과 계약 조건 등에 따라 중도에 조기 계약 해지가 가능하다.1일 금융투자업계에 따르면 이지스운용은 이지스글로벌부동산투자신탁229호(이하 트리아논 펀드)를 통해 트리아논 건물을 매입할 당시 자금을 빌렸던 대주단 여덟 개사와 3개월 간 현상유지 계약을 맺었다.
이지스운용은 펀드를 조성하고, 자금을 빌려 독일 트리아논 건물을 매입했다.
투자손실이 커질 수 있는 셈이다.만기까지 이지스는 건물 매각이나 리파이낸싱 펀드를 조성하는 등 방안을 강구할 계획이다.펀드의 만기는 연장된 상황이다.","https://imgnews.pstatic.net/image/029/2023/12/01/0002840587_001_20231201120701063.jpg?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231201000378_0_20231201113126924.jpg?type=w647,https://imgnews.pstatic.net/image/016/2023/12/01/20231129000047_0_20231201113126932.jpg?type=w647","https://n.news.naver.com/mnews/article/029/0002840587?sid=101,https://n.news.naver.com/mnews/article/016/0002232952?sid=101"
101,삼성글로벌리서치 사장단 인사…대표이사에 김원준 부사장,CSR 총괄 사장에 장석훈 삼성증권 대표 삼성글로벌리서치는 1일 김원준 테크 앤드 퓨처(Tech&Future)본부장(부사장)을 대표이사 부사장으로 승진 내정하는 내용을 포함한 2024년 사장단 인사를 발표했다.,"https://imgnews.pstatic.net/image/001/2023/12/01/PYH2023120106400001300_P4_20231201112621382.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/01/PYH2023120106410001300_P4_20231201112621395.jpg?type=w647,https://imgnews.pstatic.net/image/011/2023/12/01/0004268789_001_20231201111801019.jpg?type=w647,https://imgnews.pstatic.net/image/011/2023/12/01/0004268789_002_20231201111801074.jpg?type=w647","https://n.news.naver.com/mnews/article/001/0014365808?sid=101,https://n.news.naver.com/mnews/article/011/0004268789?sid=101"
101,'8500억원' 초고가 거래에 서울 빌딩 거래액 80% 뛰었다,"다만 이는 일부 초고가 건물 거래에 따른 것으로, 거래량이 지난 2월 이후 최저 수준을 기록하는 등 거래 부진이 이어져 시장 회복을 기대하기는 어렵다는 분석이 나온다.1일 부동산 전문기업 부동산플래닛과 알스퀘어 등에 따르면, 지난 10월 전국 상업·업무용 빌딩 거래량은 1082건으로 전월 대비 1.7% 증가했다.
전국 상업·업무용 빌딩 거래량은 두 달째 이어진 하락세에서는 벗어났지만, 지난 3월 이후 1000건 대를 맴돌고 있다.같은 달 전국 상업·업무용 빌딩 거래 금액은 2조9365억원으로 전월보다 35.5% 증가했다.","https://imgnews.pstatic.net/image/586/2023/12/01/0000068693_001_20231201130903659.jpg?type=w647,https://imgnews.pstatic.net/image/025/2023/12/01/0003325596_001_20231201110101060.jpg?type=w647,https://imgnews.pstatic.net/image/025/2023/12/01/0003325596_002_20231201110101117.jpg?type=w647","https://n.news.naver.com/mnews/article/586/0000068693?sid=101,https://n.news.naver.com/mnews/article/025/0003325596?sid=101"
